小区,户型,面积,地段,单价,总价,楼层,建成时间,有地铁
红星海世界观五期青屿蓝 , 2室1厅 , 91.6平米 ,红星海,12009.0,110.0,29,2012,False
马栏小学南 , 1室1厅 , 41.98平米 ,马栏,9505.0,39.9,7,1995,True
润泽园 , 3室1厅 , 108平米 ,美域盛景,17130.0,185.0,18,2012,False
和平现代城 , 3室2厅 , 138.51平米 ,和平广场,16606.0,230.0,29,2005,True
亲亲家园 , 2室1厅 , 79.16平米 ,西山水库,13896.0,110.0,12,2004,True
西关街 , 2室1厅 , 52.11平米 ,辽师,10901.0,56.8,7,1997,True
万科魅力之城 , 2室2厅 , 75.77平米 ,魅力之城,12604.0,95.5,17,2012,False
小平岛E东组团 , 2室2厅 , 87.88平米 ,小平岛,16159.0,142.0,16,2007,False
万科魅力之城 , 3室2厅 , 89.94平米 ,魅力之城,13343.0,120.0,9,2012,False
王家桥 , 2室0厅 , 48.54平米 ,促进路,14216.0,69.0,5,1989,True
锦华中园 , 2室1厅 , 67.8平米 ,锦绣,10767.0,73.0,5,2001,True
万科蓝山 , 3室2厅 , 92.87平米 ,促进路,24228.0,225.0,15,2016,False
中海凤凰熙岸 , 1室1厅 , 52.2平米 ,甘井子其它,11495.0,60.0,18,2016,False
绿波小区 , 2室1厅 , 70.59平米 ,绿波,10909.0,77.0,7,1998,False
松江路 , 2室1厅 , 69平米 ,山东路,9421.0,65.0,6,1993,True
万达华府二期 , 2室1厅 , 85.66平米 ,华府,18446.0,158.0,24,2007,True
红星海世界观二期视界 , 2室2厅 , 103.82平米 ,红星海,13293.0,138.0,32,2012,False
壹品星海三期 , 3室1厅 , 187.22平米 ,星海广场,25639.0,480.0,33,2007,True
凌秀小区 , 4室1厅 , 93.82平米 ,凌水,12045.0,113.0,6,1998,False
海昌欣城 , 4室2厅 , 250.29平米 ,华乐,15982.0,400.0,19,2002,True
东方星海 , 1室1厅 , 52.28平米 ,星海广场,15303.0,80.0,30,2009,True
壹品星海二期 , 3室2厅 , 196平米 ,星海广场,23980.0,470.0,12,2007,True
美树日记 , 3室2厅 , 94.19平米 ,第五郡,22827.0,215.0,5,2009,True
枫丹丽城 , 2室1厅 , 93.75平米 ,美域盛景,11307.0,106.0,18,2013,False
锦城东园 , 2室1厅 , 81.47平米 ,锦绣,15712.0,128.0,6,2006,True
阳光月秀 , 2室2厅 , 91.7平米 ,阳光月秀,13087.0,120.0,18,2006,False
亿达国际新城 , 3室2厅 , 147.45平米 ,软件园,21703.0,320.0,13,2004,False
加州洋房 , 2室1厅 , 93.62平米 ,华南,13246.0,124.0,11,2008,False
山海一家一期 , 2室2厅 , 100.44平米 ,万达,12944.0,130.0,12,2005,True
锦云中园 , 2室2厅 , 72.66平米 ,锦绣,9056.0,65.8,7,1996,False
促进小区 , 1室1厅 , 54.7平米 ,促进路,11335.0,62.0,7,1997,True
大连海湾城一期、二期 , 2室1厅 , 110.92平米 ,华润海中国,10368.0,115.0,34,2012,False
水苑居 , 2室1厅 , 39.06平米 ,西山水库,12801.0,50.0,6,2003,True
亿达普罗旺斯 , 2室1厅 , 94.59平米 ,小平岛,19030.0,180.0,10,2014,False
泡崖三区 , 2室1厅 , 57.64平米 ,泡崖市场,9282.0,53.5,7,1995,False
西山逸林 , 2室2厅 , 78.76平米 ,万科假日,12570.0,99.0,9,2009,False
温莎小镇 , 3室2厅 , 104.62平米 ,鹏辉,19767.0,206.8,5,2013,False
东方圣克拉三期 , 2室2厅 , 86.83平米 ,庙岭,22458.0,195.0,32,2015,False
大连天地悦龙居 , 3室2厅 , 126.1平米 ,黄泥川,12134.0,153.0,24,2015,False
新星帕尔美娜 , 2室1厅 , 85.97平米 ,辛寨子,13726.0,118.0,5,2009,False
千山心城 , 2室2厅 , 80.65平米 ,山东路,11904.0,96.0,7,2004,False
金色阳光 , 2室2厅 , 77.72平米 ,金纺,8493.0,66.0,6,2005,True
华润置地广场二期 , 3室1厅 , 100.49平米 ,华南,16918.0,170.0,30,2013,True
名贵山庄金盛园 , 2室2厅 , 87.75平米 ,名贵,14246.0,125.0,6,2004,True
盛阳山庄 , 2室0厅 , 57.29平米 ,唐山街,7855.0,45.0,7,1999,False
东城天下 , 3室2厅 , 145.87平米 ,东城,9324.0,136.0,18,2005,False
芝麻街 , 1室0厅 , 66.86平米 ,万达,10919.0,73.0,28,2010,True
黑石礁景山 , 3室1厅 , 70.04平米 ,黑石礁,11708.0,82.0,6,1991,True
王家桥小区 , 2室1厅 , 60.62平米 ,促进路,11218.0,68.0,7,1990,True
招商兰溪谷 , 3室2厅 , 131.66平米 ,万达,17850.0,235.0,25,2015,True
西街晶品 , 1室1厅 , 51.43平米 ,西山水库,16722.0,86.0,18,2006,True
红星海世界观五期岚谷 , 2室2厅 , 76.19平米 ,红星海,10501.0,80.0,11,2012,False
红星海世界观时光的岸 , 3室2厅 , 143.35平米 ,红星海,9906.0,142.0,24,2016,False
万国宫馆二期 , 3室2厅 , 149.79平米 ,红梅翠竹,9681.0,145.0,28,2009,False
红星海世界观二期果岭墅 , 4室2厅 , 332.59平米 ,红星海,14884.0,495.0,30,2012,False
壹品星海三期 , 2室1厅 , 89平米 ,星海广场,24158.0,215.0,30,2007,True
兰亭山水 , 3室2厅 , 128.37平米 ,星海人家商圈,18696.0,240.0,6,2003,True
红星海世界观时光的岸 , 2室2厅 , 95.96平米 ,红星海,10734.0,103.0,23,2016,False
红星海世界观二期果岭墅 , 4室2厅 , 332.59平米 ,红星海,14884.0,495.0,30,2012,False
秀月广场 , 3室1厅 , 96.65平米 ,秀月,10140.0,98.0,7,1994,False
滨海丰园 , 3室2厅 , 100.3平米 ,金湾新城,7279.0,73.0,18,2011,False
杏花里 , 2室2厅 , 90.34平米 ,杏花里,7196.0,65.0,5,1993,False
锦华中园 , 4室1厅 , 94.95平米 ,锦绣,12618.0,119.8,6,2001,True
壹品星海公寓 , 1室1厅 , 59.64平米 ,星海广场,15091.0,90.0,25,2003,True
大连明珠 , 3室2厅 , 197平米 ,星海广场,26396.0,520.0,31,2008,True
金和苑 , 2室1厅 , 46.07平米 ,三八北,18017.0,83.0,15,2004,True
帝柏湾 , 5室2厅 , 288平米 ,虎滩,18056.0,520.0,30,2007,False
东城天下 , 1室1厅 , 44.3平米 ,东城,6095.0,27.0,23,2005,False
七星广场 , 2室1厅 , 65.63平米 ,甘井子,6095.0,40.0,7,1995,False
和兴家园 , 2室1厅 , 61.12平米 ,促进路,14071.0,86.0,5,2003,False
中海英伦观邸 , 2室2厅 , 97.67平米 ,绿波,19351.0,189.0,10,2009,False
锦霞北园 , 3室2厅 , 92.64平米 ,锦绣,11335.0,105.0,8,1999,True
大华锦绣华城三期 , 3室2厅 , 96.16平米 ,庙岭,22671.0,218.0,28,2012,False
软件园小区 , 1室1厅 , 51.71平米 ,软件园,13151.0,68.0,6,2000,False
柳河小区 , 1室1厅 , 60.02平米 ,促进路,9164.0,55.0,7,1995,True
金润小区A区 , 2室1厅 , 45.99平米 ,金润,7611.0,35.0,6,2005,False
顺发路 , 2室2厅 , 66.62平米 ,大纺,8707.0,58.0,7,1997,True
金源南里 , 1室2厅 , 86.45平米 ,金源,10990.0,95.0,7,2001,False
绿波小区 , 3室2厅 , 126.04平米 ,绿波,8173.0,103.0,7,1998,False
春柳园 , 3室2厅 , 106.95平米 ,春柳,8771.0,93.8,7,1995,False
松苑山庄 , 1室1厅 , 45.54平米 ,杏花里,5490.0,25.0,7,1999,False
西山逸林 , 2室2厅 , 96平米 ,万科假日,18230.0,175.0,8,2011,False
泡崖七区 , 5室1厅 , 82.94平米 ,泡崖市场,9164.0,76.0,6,2000,False
里程巷 , 2室1厅 , 76.3平米 ,马栏,8493.0,64.8,7,2000,False
彩虹园 , 2室1厅 , 70.12平米 ,马栏,9270.0,65.0,7,2003,False
百畅园 , 2室1厅 , 76.11平米 ,碧海,5913.0,45.0,5,2010,False
阳春巷 , 3室2厅 , 125.85平米 ,武昌街,10330.0,130.0,8,1999,False
金润小区A区 , 3室2厅 , 140.33平米 ,金润,7839.0,110.0,6,2005,False
美辰臻品 , 2室1厅 , 64.47平米 ,丽景,14116.0,91.0,5,2007,True
绿波小区 , 3室1厅 , 69.82平米 ,绿波,9024.0,63.0,7,1998,False
星海大观 , 2室1厅 , 102.14平米 ,星海广场,19581.0,200.0,50,2010,True
水御兰庭 , 2室2厅 , 93平米 ,海富,9678.0,90.0,10,2007,False
绿香花园 , 2室2厅 , 113.85平米 ,绿波,12297.0,140.0,7,2001,False
星海国宝 , 4室1厅 , 247.68平米 ,星海广场,18169.0,450.0,30,2003,False
万科魅力之城 , 3室2厅 , 89.67平米 ,魅力之城,14498.0,130.0,9,2012,False
山东路 , 2室2厅 , 74.94平米 ,山东路,11476.0,86.0,6,2000,True
刘家桥 , 2室1厅 , 71.07平米 ,春柳,7950.0,56.5,7,1990,False
金海花园东园 , 3室2厅 , 103.66平米 ,香炉礁,9262.0,96.0,7,2001,True
34中 , 3室1厅 , 80.07平米 ,唐山街,22481.0,180.0,6,1988,True
劳动局小区 , 2室1厅 , 70平米 ,光明,6572.0,46.0,5,1995,False
里程巷 , 2室2厅 , 76.81平米 ,马栏,8463.0,65.0,7,2000,False
交通大学 , 2室1厅 , 67.36平米 ,辽师,9947.0,67.0,7,1995,True
工人村 , 3室1厅 , 103.8平米 ,香炉礁,8382.0,87.0,7,1989,True
小平岛亲海园 , 3室2厅 , 169平米 ,小平岛,16924.0,286.0,24,2007,False
杏花里 , 3室1厅 , 83.05平米 ,杏花里,6262.0,52.0,7,1993,False
杏花里 , 3室1厅 , 79.2平米 ,杏花里,5619.0,44.5,7,1993,False
促进小区 , 2室1厅 , 80.05平米 ,促进路,9994.0,80.0,7,1997,True
千山心城 , 2室1厅 , 76.02平米 ,山东路,12497.0,95.0,9,2004,False
正源小区 , 2室1厅 , 65.99平米 ,丽景,10305.0,68.0,7,1998,True
西关街 , 3室1厅 , 81.95平米 ,辽师,8640.0,70.8,7,1997,True
绿波小区 , 3室2厅 , 144.96平米 ,绿波,9934.0,144.0,7,1998,False
幸福e家一期 , 3室2厅 , 110.2平米 ,幸福e家,31761.0,350.0,6,2002,False
亿达世纪城 , 3室2厅 , 126平米 ,大纺,21191.0,267.0,12,2003,True
小平岛亲海园 , 4室2厅 , 209.4平米 ,小平岛,15043.0,315.0,17,2007,False
泡崖三区 , 1室1厅 , 48.47平米 ,泡崖市场,9078.0,44.0,7,1995,False
软景E居 , 1室0厅 , 46.87平米 ,软件园,28164.0,132.0,31,2011,False
泡崖五区 , 2室1厅 , 54.95平米 ,泡崖市场,9282.0,51.0,6,1999,False
千山心城 , 3室1厅 , 64.86平米 ,山东路,11256.0,73.0,7,2004,False
华润海中国五期 , 2室1厅 , 89.35平米 ,华润海中国,12088.0,108.0,28,2015,False
幸福e家一期 , 3室2厅 , 110.2平米 ,幸福e家,31761.0,350.0,6,2002,False
壹品天城 , 1室1厅 , 59.88平米 ,大纺,24884.0,149.0,9,2011,True
亿达世纪城 , 3室2厅 , 126平米 ,大纺,21191.0,267.0,12,2003,True
小平岛亲海园 , 4室2厅 , 209.4平米 ,小平岛,15043.0,315.0,17,2007,False
远洋荣域 , 2室2厅 , 87.43平米 ,华南,16700.0,146.0,33,2016,True
金湖里 , 3室1厅 , 77.66平米 ,倚山里,5409.0,42.0,7,2000,False
南棉小区 , 2室2厅 , 76平米 ,南棉,6843.0,52.0,5,1990,False
盛世闲庭 , 2室1厅 , 79.98平米 ,山东路,15629.0,125.0,5,2003,True
泡崖新六区 , 2室1厅 , 65.03平米 ,泡崖市场,8689.0,56.5,6,2004,False
中长花园 , 2室1厅 , 54.26平米 ,丽景,12533.0,68.0,7,2000,True
中南苑 , 4室2厅 , 181.59平米 ,中南,17072.0,310.0,6,2001,False
东城天下 , 1室0厅 , 43.77平米 ,东城,5712.0,25.0,29,2005,False
金地艺境 , 2室1厅 , 89.43平米 ,金地艺境,10623.0,95.0,7,2015,False
东城天下 , 2室2厅 , 93.8平米 ,东城,6824.0,64.0,6,2005,False
富丽庭 , 3室1厅 , 154平米 ,黑石礁,16364.0,252.0,32,2010,True
北京街南 , 2室1厅 , 56.26平米 ,北京公园,10665.0,60.0,7,1990,True
新华同仁轩 , 2室1厅 , 38.16平米 ,阳光月秀,17296.0,66.0,8,2005,False
中海华庭 , 2室2厅 , 71.9平米 ,万达,16969.0,122.0,24,2010,False
小平岛亲海园 , 2室2厅 , 101平米 ,小平岛,16832.0,170.0,7,2007,False
锦华北园 , 3室2厅 , 104.78平米 ,锦绣,11071.0,116.0,7,2002,True
兴工街 , 3室1厅 , 99.98平米 ,西安路,12503.0,125.0,7,1990,True
德源筑座 , 1室0厅 , 44.03平米 ,和平广场,17034.0,75.0,6,2009,True
彩虹园 , 2室1厅 , 77.34平米 ,马栏,10344.0,80.0,6,2000,True
于洼小区 , 2室1厅 , 56平米 ,碧海,6429.0,36.0,6,1990,False
金润小区A区 , 2室1厅 , 54.14平米 ,金润,7204.0,39.0,8,2005,True
芝麻街 , 1室0厅 , 48.75平米 ,万达,12718.0,62.0,28,2010,True
中华名城 , 4室2厅 , 190.16平米 ,八一路,17617.0,335.0,6,2003,False
杭州街 , 2室1厅 , 65.45平米 ,黑石礁,8373.0,54.8,7,1990,True
新华绿洲 , 3室2厅 , 109.54平米 ,大纺,17894.0,196.0,6,2001,False
东方圣克拉一期 , 4室2厅 , 224.1平米 ,庙岭,20527.0,460.0,25,2010,False
卡纳意乡 , 3室2厅 , 123.98平米 ,景山,20972.0,260.0,18,2010,False
倚平里 , 2室2厅 , 90.32平米 ,倚山里,7197.0,65.0,7,2000,False
弘基二期 , 3室2厅 , 120.61平米 ,学府,16417.0,198.0,6,2003,True
星海大观 , 2室2厅 , 105.33平米 ,星海广场,18514.0,195.0,50,2010,True
晶品森岚 , 2室1厅 , 67.38平米 ,万科假日,12616.0,85.0,15,2009,False
一方公馆 , 4室2厅 , 348.01平米 ,星海广场,48850.0,1700.0,28,2011,True
第五郡三号地 , 2室2厅 , 104.7平米 ,第五郡,24547.0,257.0,11,2012,False
马栏北街 , 2室1厅 , 88.88平米 ,马栏,10689.0,95.0,5,1996,True
名贵山庄亲情园 , 2室1厅 , 100.08平米 ,名贵,12191.0,122.0,12,2004,True
玉意街 , 2室2厅 , 97.71平米 ,泡崖八区,8649.0,84.5,6,2002,False
壹品星海三期 , 4室2厅 , 307.47平米 ,星海广场,28621.0,880.0,28,2007,True
21中五一广场 , 3室2厅 , 109.06平米 ,华府,15588.0,170.0,7,1990,True
中海华庭 , 3室2厅 , 110平米 ,万达,20000.0,220.0,24,2010,False
第五郡四号地 , 4室2厅 , 129.77平米 ,第五郡,37760.0,490.0,4,2010,False
二七公寓 , 3室2厅 , 124.81平米 ,二七,18188.0,227.0,6,1999,True
恒德橄榄季 , 5室2厅 , 133.03平米 ,第五郡,27062.0,360.0,7,2009,False
远洋广场 , 3室2厅 , 113.7平米 ,华南,16095.0,183.0,24,2012,True
金信陶然居 , 1室0厅 , 22.4平米 ,桃园,7590.0,17.0,18,2007,True
星海阳光 , 4室2厅 , 305平米 ,星海广场,22951.0,700.0,28,2004,True
美树日记 , 4室2厅 , 254.7平米 ,第五郡,15509.0,395.0,5,2011,True
府佳家园 , 1室1厅 , 63.39平米 ,莲花白云,14041.0,89.0,6,2002,False
壹品星海一期 , 3室2厅 , 161.58平米 ,星海广场,22280.0,360.0,33,2005,True
湾里西 , 3室2厅 , 90.37平米 ,金湾新城,5533.0,50.0,5,2003,False
第五郡六号地 , 5室2厅 , 194.8平米 ,第五郡,23614.0,460.0,4,2012,False
第五郡六号地 , 3室2厅 , 175.03平米 ,第五郡,28567.0,500.0,4,2012,True
第五郡六号地 , 3室2厅 , 165.05平米 ,第五郡,28174.0,465.0,4,2012,True
亿锋现代城 , 2室1厅 , 85平米 ,安盛,8648.0,73.5,34,2006,True
马栏北街 , 2室1厅 , 53.87平米 ,马栏,8725.0,47.0,6,1994,True
体育场小区 , 2室2厅 , 115.71平米 ,碧海,7502.0,86.8,7,1999,False
莱州街 , 2室1厅 , 57.67平米 ,孙家沟,10405.0,60.0,7,1990,False
碧海尚城 , 4室1厅 , 143.82平米 ,碧海,6536.0,94.0,29,2007,False
天安海景花园 , 6室3厅 , 172平米 ,松峪,8431.0,145.0,4,2006,False
东港印象A区 , 2室1厅 , 90.84平米 ,寺儿沟,16073.0,146.0,30,2008,False
远洋钻石湾一期 , 5室2厅 , 194平米 ,鹏辉,23196.0,450.0,5,2015,False
华润考拉住区 , 1室1厅 , 54.97平米 ,名贵,12371.0,68.0,17,2015,True
刘家桥 , 2室1厅 , 59平米 ,春柳,10475.0,61.8,7,1985,True
卡纳意乡 , 4室2厅 , 158.35平米 ,景山,20209.0,320.0,11,2010,False
华润置地广场一期 , 2室1厅 , 88平米 ,华南,17046.0,150.0,33,2013,True
开建阳光馨苑 , 2室2厅 , 85.07平米 ,安盛,8582.0,73.0,32,2009,False
星浦庄园 , 3室2厅 , 118.61平米 ,黑石礁,12310.0,146.0,7,1997,False
中海华庭 , 2室1厅 , 64平米 ,万达,17969.0,115.0,24,2010,False
良运四季汇 , 1室1厅 , 66.7平米 ,二七,16792.0,112.0,29,2010,True
因特摩尔 , 1室1厅 , 39.65平米 ,万达,19168.0,76.0,30,2011,True
西安路公寓 , 2室1厅 , 74.55平米 ,中山公园,11402.0,85.0,24,2000,True
东特新天地 , 1室1厅 , 36.78平米 ,周水子,11420.0,42.0,13,2004,False
台四小区 , 4室3厅 , 193平米 ,南沙,7151.0,138.0,7,1998,False
玉浓街 , 2室1厅 , 72.46平米 ,泡崖八区,9661.0,70.0,6,2002,False
西安路公寓 , 2室1厅 , 74.55平米 ,中山公园,11402.0,85.0,24,2000,True
锦华北园 , 2室2厅 , 98平米 ,锦绣,12449.0,122.0,5,2002,True
良运四季汇 , 1室1厅 , 66.7平米 ,二七,16792.0,112.0,29,2010,True
台四小区 , 4室3厅 , 193平米 ,南沙,7151.0,138.0,7,1998,False
水畔香谷 , 2室1厅 , 90.39平米 ,西山水库,11396.0,103.0,18,2007,True
星浦庄园 , 3室2厅 , 118.61平米 ,黑石礁,12310.0,146.0,7,1997,False
和平现代城 , 2室1厅 , 104平米 ,和平广场,15866.0,165.0,29,2005,True
海天新界 , 2室1厅 , 79.29平米 ,连大,7315.0,58.0,28,2011,False
锦泉源B5区 , 2室2厅 , 92.85平米 ,锦泉源,11201.0,104.0,6,2002,False
软件园小区 , 2室1厅 , 53.65平米 ,软件园,10252.0,55.0,6,2000,False
部居逸阁 , 1室1厅 , 54.18平米 ,武昌街,11536.0,62.5,7,2005,False
东港印象DE区 , 2室1厅 , 92.39平米 ,寺儿沟,11474.0,106.0,18,2008,False
拥警街 , 2室1厅 , 64平米 ,太原街,11016.0,70.5,7,2009,True
智勇巷 , 2室0厅 , 48.64平米 ,八一路,10075.0,49.0,4,1990,False
东城天下 , 3室2厅 , 111.22平米 ,东城,7643.0,85.0,6,2005,False
国民院子 , 3室2厅 , 71.84平米 ,第五郡,26420.0,189.8,7,2012,False
新华绿洲 , 3室2厅 , 109.4平米 ,大纺,18282.0,200.0,6,2001,False
耕海山尚 , 3室2厅 , 92.79平米 ,马栏,16274.0,151.0,18,2010,True
健龙苑 , 2室2厅 , 91.45平米 ,南沙,24057.0,220.0,6,2000,False
绿洲半岛北岸 , 3室2厅 , 95.17平米 ,海富,8280.0,78.8,11,2007,False
水木清华 , 2室2厅 , 80.66平米 ,溪之谷,12026.0,97.0,6,2009,False
美树日记 , 2室2厅 , 96.44平米 ,第五郡,20013.0,193.0,9,2012,True
幸福e家五期 , 3室2厅 , 131.81平米 ,幸福e家,30195.0,398.0,18,2008,True
顺达温泉花园一期 , 2室1厅 , 90.94平米 ,溪之谷,8907.0,81.0,6,2003,False
壹品星海三期 , 2室1厅 , 89.83平米 ,星海广场,18814.0,169.0,30,2007,True
幸福e家五期 , 3室2厅 , 152.49平米 ,幸福e家,29511.0,450.0,7,2009,True
新华同仁轩 , 1室1厅 , 33.99平米 ,阳光月秀,18535.0,63.0,8,2005,False
弘基一期 , 3室2厅 , 132.5平米 ,学府,18038.0,239.0,8,2001,True
亿达世纪城 , 3室2厅 , 126.6平米 ,大纺,20933.0,265.0,12,2003,False
湾里南小区 , 2室1厅 , 78.33平米 ,金湾新城,8043.0,63.0,18,2003,False
恒德橄榄季 , 1室1厅 , 53.04平米 ,第五郡,20362.0,108.0,11,2009,True
帝柏湾 , 3室2厅 , 230平米 ,虎滩,21522.0,495.0,30,2007,False
壹品星海一期 , 4室2厅 , 265.67平米 ,星海广场,23338.0,620.0,31,2005,True
环宇品阁 , 2室1厅 , 50.67平米 ,倚山里,6316.0,32.0,24,2010,True
水映西山 , 1室1厅 , 53.31平米 ,万科假日,16508.0,88.0,11,2008,False
星海人家 , 4室2厅 , 135.17平米 ,星海人家商圈,25524.0,345.0,5,2001,True
第五郡四号地 , 3室2厅 , 132平米 ,第五郡,24546.0,324.0,5,2010,False
杏花里 , 4室2厅 , 171.12平米 ,杏花里,4234.0,72.5,6,1993,False
杏花里 , 4室2厅 , 171.12平米 ,杏花里,4617.0,79.0,6,1993,False
泡崖三区 , 1室1厅 , 41.52平米 ,泡崖市场,9153.0,38.0,7,1995,False
春柳河小区 , 3室2厅 , 134.87平米 ,促进路,11122.0,150.0,6,2001,True
华丽山庄 , 3室2厅 , 153.84平米 ,二七,18851.0,290.0,5,1999,False
钻石9座 , 2室1厅 , 78.26平米 ,倚山里,7795.0,61.0,32,2014,True
促进路 , 1室1厅 , 48.43平米 ,促进路,10118.0,49.0,7,1993,True
第五郡六号地 , 3室1厅 , 117.26平米 ,第五郡,26864.0,315.0,4,2012,True
台山 , 2室1厅 , 69.7平米 ,南沙,10761.0,75.0,7,1995,False
生辉第一城 , 2室1厅 , 54.79平米 ,城润,10769.0,59.0,18,2007,True
壹品星海公寓 , 1室1厅 , 46.53平米 ,星海广场,16549.0,77.0,25,2003,True
碧海尚城 , 2室1厅 , 94.45平米 ,碧海,7920.0,74.8,29,2007,False
天河新苑 , 4室3厅 , 162.33平米 ,阳光月秀,9364.0,152.0,6,2000,False
沿海鉴筑反正LOFT , 2室1厅 , 81.58平米 ,华南,14220.0,116.0,19,2013,True
龙畔金泉五期K2区 , 2室1厅 , 86.47平米 ,泉水龙畔金泉,12028.0,104.0,6,2008,False
盛德嘉洲 , 2室1厅 , 66平米 ,安盛,11516.0,76.0,18,2009,True
千山心城 , 2室2厅 , 85.46平米 ,山东路,11468.0,98.0,7,2004,True
湾里南小区 , 2室1厅 , 76.3平米 ,金湾新城,7668.0,58.5,34,2003,False
万科魅力之城 , 3室1厅 , 86.68平米 ,魅力之城,13845.0,120.0,22,2012,False
大连门小区 , 2室1厅 , 74.32平米 ,周水子,13052.0,97.0,7,2000,False
万科朗润园 , 3室2厅 , 87.84平米 ,魅力之城,13434.0,118.0,16,2014,False
桃花源小区 , 2室2厅 , 114.01平米 ,八一路,8333.0,95.0,7,1999,False
景富铭苑 , 3室1厅 , 87.5平米 ,锦泉源,10515.0,92.0,6,2004,True
侯一小区 , 2室1厅 , 50平米 ,侯家沟,10000.0,50.0,7,1993,True
万科魅力之城 , 2室2厅 , 76.22平米 ,魅力之城,13120.0,100.0,21,2012,False
学府1+1公寓 , 1室1厅 , 30.16平米 ,学府,14921.0,45.0,9,2007,False
翠竹小区 , 2室1厅 , 70.6平米 ,红梅翠竹,7649.0,54.0,6,1996,False
秀水小区 , 2室1厅 , 67.36平米 ,山东路,9576.0,64.5,7,1994,True
东港印象A区 , 2室1厅 , 86.13平米 ,寺儿沟,16023.0,138.0,31,2008,False
泡崖六区 , 2室1厅 , 66.24平米 ,泡崖市场,9783.0,64.8,6,2002,False
秀月小区 , 1室1厅 , 40.87平米 ,秀月,13213.0,54.0,7,1994,False
泉水友好园 , 1室1厅 , 53.63平米 ,美域盛景,9883.0,53.0,6,1998,False
小孤山中里 , 2室1厅 , 55.84平米 ,海富,7253.0,40.5,5,2010,False
倚山里小区 , 1室1厅 , 38平米 ,倚山里,5000.0,19.0,7,1996,False
体育场小区 , 2室1厅 , 67平米 ,碧海,5971.0,40.0,6,2007,False
水映西山 , 1室1厅 , 47平米 ,万科假日,11703.0,55.0,18,2008,False
锦泉源D2区 , 2室1厅 , 87.83平米 ,锦泉源,10817.0,95.0,24,2005,True
金润小区A区 , 2室1厅 , 44.01平米 ,金润,7499.0,33.0,6,2008,False
莱州街 , 1室1厅 , 40.65平米 ,孙家沟,12055.0,49.0,7,1990,False
兴达依山居 , 2室1厅 , 58.5平米 ,西山水库,11112.0,65.0,6,2004,True
红旗东路 , 1室1厅 , 45.37平米 ,马栏,9478.0,43.0,6,2000,True
香炉礁 , 1室1厅 , 41.9平米 ,香炉礁,10263.0,43.0,6,1994,True
香炉礁 , 2室2厅 , 69.68平米 ,香炉礁,9759.0,68.0,8,1993,True
孙家沟 , 2室1厅 , 62.12平米 ,孙家沟,9981.0,62.0,6,1990,False
马栏广场东 , 2室1厅 , 51.72平米 ,马栏,10403.0,53.8,6,1996,True
彩虹园 , 2室1厅 , 57.93平米 ,马栏,9236.0,53.5,7,2003,False
壹品星海公寓 , 1室1厅 , 59.64平米 ,星海广场,14253.0,85.0,25,2003,True
绿香花园 , 2室1厅 , 64.56平米 ,绿波,9914.0,64.0,7,2001,False
兴达花园 , 1室1厅 , 54.39平米 ,西山水库,13422.0,73.0,6,2000,True
玉门街 , 2室1厅 , 66.19平米 ,孙家沟,10546.0,69.8,7,1993,False
侯一小区 , 2室1厅 , 55.02平米 ,侯家沟,10542.0,58.0,7,1989,True
千山心城 , 3室1厅 , 62.25平米 ,山东路,10924.0,68.0,6,2003,False
北甸街 , 2室1厅 , 51.45平米 ,辽师,9427.0,48.5,6,1995,True
绿波花园 , 2室1厅 , 67平米 ,绿波,12239.0,82.0,6,2001,False
华宇凤凰城 , 2室1厅 , 89.23平米 ,杏花里,7397.0,66.0,22,2010,False
香炉礁 , 2室1厅 , 74.61平米 ,香炉礁,8712.0,65.0,7,1989,True
今都小区 , 1室1厅 , 61.04平米 ,华东,10977.0,67.0,9,2008,False
北甸街 , 2室0厅 , 44.55平米 ,辽师,8979.0,40.0,7,1998,True
福佳新天地 , 1室1厅 , 55.66平米 ,西安路,12487.0,69.5,29,2003,True
泉水家年华 , 3室2厅 , 123.7平米 ,美域盛景,10752.0,133.0,24,2009,False
澳景园 , 2室2厅 , 150.45平米 ,华乐,14623.0,220.0,12,2003,False
金广东海岸 , 3室2厅 , 153.58平米 ,华乐,20837.0,320.0,23,2009,False
沿海鉴筑 , 3室2厅 , 96平米 ,华南,13542.0,130.0,24,2013,True
绿色家园小区 , 2室2厅 , 78.33平米 ,东山,7405.0,58.0,7,2005,False
碧海华庭 , 2室1厅 , 107.4平米 ,松峪,6053.0,65.0,27,2005,False
黑石礁景山 , 2室1厅 , 44.24平米 ,黑石礁,10398.0,46.0,4,1991,True
南昌平小区 , 2室1厅 , 65.4平米 ,西安路,9939.0,65.0,7,1993,True
芙蓉人家 , 1室1厅 , 57.22平米 ,促进路,8389.0,48.0,3,2002,True
红梅小区 , 2室1厅 , 80.4平米 ,红梅翠竹,8085.0,65.0,6,1996,False
黑石礁景山 , 2室0厅 , 44.19平米 ,黑石礁,11994.0,53.0,5,1991,True
刘家桥 , 2室1厅 , 58.33平米 ,春柳,8538.0,49.8,7,1990,False
山河秀景 , 2室1厅 , 85.03平米 ,城润,8821.0,75.0,32,2010,False
金盛家园 , 2室1厅 , 54.58平米 ,大纺,17956.0,98.0,7,2001,True
青云林海 , 3室2厅 , 166.54平米 ,青云街,15492.0,258.0,6,2001,False
前程街 , 1室1厅 , 58.43平米 ,马栏,8729.0,51.0,7,2000,True
